id,name,year,runtime,rating,genre,image,description,director,stars
2685,Suspicion,1941,99,7.3,"Film-Noir, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMDZiZWJjMjMtMjg4MC00Njk5LTliYzktZGM5ODBmNTA3YTc1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.","Alfred Hitchcock","['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce']"
2686,"Point Blank",1967,92,7.3,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMDNmYzgxOWItNTA0Zi00M2RhLWIwN2QtYzk1NDVhNTY4ZTk2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the money that was stolen from him.","John Boorman","['Lee Marvin', 'Angie Dickinson', 'Keenan Wynn', ""Carroll O'Connor""]"
2687,"Kim Bok-nam salinsageonui jeonmal",2010,115,7.3,"Drama, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BZDI0MmNjMmUtYmNmYS00Nzg5LWEwZmMtZmNhNjZiMTg4M2FhXkEyXkFqcGdeQXVyMTM2ODk1OTQ@._V1_.jpg,"A woman subject to mental, physical and sexual abuse on a remote island seeks a way out.","Cheol-soo Jang","['Yeong-hie Seo', 'Seong-won Ji', 'Min-ho Hwang', 'Min Je']"
2688,Tess,1979,186,7.3,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BNTU2NWNhNWQtMzY4NC00ZGJlLWFhNDAtY2E2MDY2YjU1NjRjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A strong-willed young peasant girl attracts the affection of two men.","Roman Polanski","['Nastassja Kinski', 'Peter Firth', 'Leigh Lawson', 'John Collin']"
2689,"Gods and Monsters",1998,105,7.3,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BZDczYmY3Y2UtZGQxZi00Zjg1LTk3N2QtMjk4ZGVmYWYwMWQxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"The last days of Frankenstein (1931) director James Whale are explored.","Bill Condon","['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave', 'Lolita Davidovich']"
2690,"Blue Jay","I 2016",80,7.3,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjM2Nzk4ODA2M15BMl5BanBnXkFtZTgwODA5MDExMDI@._V1_.jpg,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.","Alex Lehmann","['Mark Duplass', 'Sarah Paulson', 'Clu Gulager', 'James Andrews']"
2691,"The Last Black Man in San Francisco",2019,121,7.3,Drama,https://m.media-amazon.com/images/M/MV5BNTQ5OTUwYjQtYmM5Ni00YTY5LWFiOWEtYTg1MTg2Y2NmY2JhXkEyXkFqcGdeQXVyMTAzNjk5MDI4._V1_.jpg,"A young man searches for home in the changing city that seems to have left him behind.","Joe Talbot","['Jimmie Fails', 'Jonathan Majors', 'Rob Morgan', 'Tichina Arnold']"
2692,"Deconstructing Harry",1997,96,7.3,Comedy,https://m.media-amazon.com/images/M/MV5BMDVjZWJiYzAtMWJkOS00ZDQzLTlkYTItYmMwMGE3YmY1MjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.","Woody Allen","['Woody Allen', 'Judy Davis', 'Julia Louis-Dreyfus', 'Stephanie Roth Haberle']"
2693,Bacurau,2019,131,7.3,"Action, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BNDIyMDcxNTItMTE3ZC00ZWNjLThjYjUtZDZkNzUxYzljMDQ0XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_.jpg,"After the death of her grandmother, Teresa comes home to her matriarchal village in a near-future Brazil to find a succession of sinister events that mobilizes all of its residents.","Juliano Dornelles","['Kleber Mendonça Filho', 'Bárbara Colen', 'Thomas Aquino', 'Silvero Pereira', 'Thardelly Lima']"
2694,"Toni Erdmann",2016,162,7.3,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BODljM2M4NDItZjZkZi00MTZkLTljMjEtMWE1NGU5NDJjMGVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.","Maren Ade","['Sandra Hüller', 'Peter Simonischek', 'Michael Wittenborn', 'Thomas Loibl']"
2695,Tamasha,2015,139,7.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMzA0YzQzODctMDllYi00Nzk0LWIxNjQtNjAxMTZkY2YzMjlkXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"A boy meets a girl, in Corsica. They decide not to reveal their real name or personality.","Imtiaz Ali","['Deepika Padukone', 'Ranbir Kapoor', 'Piyush Mishra', 'Arushi Sharma']"
2696,"Desert Flower",2009,120,7.3,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BN2Y0ZDk1ZmUtNDI0ZS00NDBhLTg4MTctYmYyZjU4YjAzNzFhXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg,"Waris Dirie, born 1965 in Somalia, flees at thirteen when sold to be a mans fourth wife. She works as a maid at the Somalian embassy in London, then in a McDonald's where she's discovered and becomes an international top model. Then, in 1997 she speaks up against female genital mutilation.","Sherry Hormann","['Soraya Omar-Scego', 'Idriss Abdillahi Houfaneh', 'Awa Saïd Darar', 'Roun Daher Aïnan']"
2697,"Father Goose",1964,118,7.3,"Adventure, Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMGZiMWM5YzctYzFjNy00MGY1LWIwMTUtODliZWViMjhhNGFiXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_.jpg,"During World War II, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female.","Ralph Nelson","['Cary Grant', 'Leslie Caron', 'Trevor Howard', 'Jack Good']"
2698,"A Passage to India",1984,164,7.3,"Adventure, Drama, History",https://m.media-amazon.com/images/M/MV5BNzc0M2EwNWMtZDc1Zi00OGE2LThmMDItNTY5MDQ5ZDQ3ZTBmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,"Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.","David Lean","['Judy Davis', 'Victor Banerjee', 'Peggy Ashcroft', 'James Fox']"
2699,"Irma la Douce",1963,147,7.3,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMDI2Njc0N2MtM2QxZi00MmQwLWFmZjEtODg0YTA0MGUyZTJhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"When a policeman falls in love with a prostitute, he doesn't want her seeing other men and creates an alter ego who's to be her only customer.","Billy Wilder","['Jack Lemmon', 'Shirley MacLaine', 'Lou Jacobi', 'Bruce Yarnell']"
2700,"A Street Cat Named Bob",2016,103,7.3,"Biography, Drama, Family",https://m.media-amazon.com/images/M/MV5BNzg4YzgwN2UtNjc3MS00Yzc5LTlmODEtYTRhYzZkZDUwZGY5XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,"The true feel-good story of how James Bowen, a busker and recovering drug addict, has his life transformed when he meets a stray ginger cat. Based on the international best selling book.","Roger Spottiswoode","['Luke Treadaway', 'Bob the Cat', 'Ruta Gedmintas', 'Joanne Froggatt']"
2701,"Norma Rae",1979,114,7.3,Drama,https://m.media-amazon.com/images/M/MV5BMzQzYzhkYmEtNDJlZS00MWJiLWIyMmUtYTZkMzQyMWRiMTdkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.","Martin Ritt","['Sally Field', 'Beau Bridges', 'Ron Leibman', 'Pat Hingle']"
2702,"Monsoon Wedding",2001,114,7.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BZWMzMDJhMjgtZjk2NS00ZDM4LThmOGMtOTQzYWU3N2Y4Y2M2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.","Mira Nair","['Naseeruddin Shah', 'Lillete Dubey', 'Shefali Shah', 'Vijay Raaz']"
2703,"Luftslottet som sprängdes",2009,147,7.3,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNmE2OTFmYWUtYWYwZS00NmQ4LWE5YTEtZDhhMDUwZDI5MDk5XkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_.jpg,"Lisbeth is recovering in a hospital and awaiting trial for three murders when she is released. Mikael must prove her innocence, but Lisbeth must be willing to share the details of her sordid experiences with the court.","Daniel Alfredson","['Michael Nyqvist', 'Noomi Rapace', 'Lena Endre', 'Annika Hallin']"
2704,"Heisei tanuki gassen ponpoko",1994,119,7.3,"Animation, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BYjBkODU2MjEtMjRhZi00M2M2LTg4ZjgtMGM0NjFiZTdjMzZhXkEyXkFqcGdeQXVyMjc2Nzg5OTQ@._V1_.jpg,"A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.","Isao Takahata","['Shinchô Kokontei', 'Makoto Nonomura', 'Yuriko Ishida', 'Norihei Miki']"
2705,"Angela's Ashes",1999,145,7.3,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BZjQ5MTY1NTgtZGNiNy00MTk4LWI3MGItYjZiN2Y5NmI2MzY0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,"Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ...                See full summary »","Alan Parker","['Emily Watson', 'Robert Carlyle', 'Joe Breen', 'Ciaran Owens']"
2706,"Carne trémula",1997,103,7.3,Drama,https://m.media-amazon.com/images/M/MV5BN2EwNDI5NjctZmMyNS00NzFlLTlkN2ItMzAwY2I0YTdkMzdjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"After leaving jail, Víctor is still in love with Elena, but she's married to the former cop -now basketball player- who became paralysed by a shot from Víctor's gun...","Pedro Almodóvar","['Liberto Rabal', 'Francesca Neri', 'Javier Bardem', 'Ángela Molina']"
2707,"Waking Ned",1998,91,7.3,Comedy,https://m.media-amazon.com/images/M/MV5BOWUyMzZiZTAtMGE5OC00MGU1LTk3ZjctMzJkZDNlNTdiYmYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.","Kirk Jones","['Ian Bannen', 'David Kelly', 'Fionnula Flanagan', 'Susan Lynch']"
2708,"Mona Lisa",1986,104,7.3,"Crime, Drama, Romance",https://m.media-amazon.com/images/M/MV5BODQyNTczZmEtYWIyMC00NGFjLTgwNTktM2JlNjZmZTVmNGFiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,"A man recently released from prison manages to get a job driving a call girl from customer to customer.","Neil Jordan","['Bob Hoskins', 'Cathy Tyson', 'Michael Caine', 'Robbie Coltrane']"
2709,"Pauline à la plage",1983,95,7.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BZWJmY2UyODctNjk3MC00M2M1LTgwMmYtZmYyNGZhM2UzMmE5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Marion is about to divorce from her husband and takes her 15-year-old niece Pauline on a vacation to Granville. She meets an old love...","Éric Rohmer","['Amanda Langlet', 'Arielle Dombasle', 'Pascal Greggory', 'Féodor Atkine']"
2710,Ghajini,2008,186,7.3,"Action, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BMjU4N2ZlYTktNTFlNy00OGZmLWEwZWQtZDllMjk1MzhiZDEzXkEyXkFqcGdeQXVyODE0NjUxNzY@._V1_.jpg,"A short-term memory loss patient goes on a killing spree in order to avenge the death of his ladylove.","A.R. Murugadoss","['Aamir Khan', 'Asin Thottumkal', 'Jiah Khan', 'Aamir Naik']"
2711,"Kiss of the Spider Woman",1985,120,7.3,Drama,https://m.media-amazon.com/images/M/MV5BMTUzOTg0MDEwOV5BMl5BanBnXkFtZTcwNTg1OTM2MQ@@._V1_.jpg,"A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.","Hector Babenco","['William Hurt', 'Raul Julia', 'Sonia Braga', 'José Lewgoy']"
2712,Phoenix,"II 2014",98,7.3,"Drama, History, Music",https://m.media-amazon.com/images/M/MV5BNTc3ODA4MTIxOV5BMl5BanBnXkFtZTgwNTAzOTAxNjE@._V1_.jpg,"A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.","Christian Petzold","['Nina Hoss', 'Ronald Zehrfeld', 'Nina Kunzendorf', 'Trystan Pütter']"
2713,"Richard III",1995,110,7.3,"Drama, Sci-Fi, War",https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.","Richard Loncraine","['Ian McKellen', 'Annette Bening', 'Christopher Bowen', 'Edward Jewesbury']"
2714,"Lorenzo's Oil",1992,129,7.3,"Biography, Drama",https://m.media-amazon.com/images/M/MV5BMjIxNDY1MjctODdlMC00Y2QwLTk2ZDQtNzJhNzE3NTRmYzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,"Lorenzo Odone, a Virginia 5-year-old, develops a degenerative nerve disease so rare that nobody is working on a cure, so his parents decide to immerse themselves in research and tackle the problem themselves.","George Miller","['Nick Nolte', 'Susan Sarandon', 'Peter Ustinov', 'Kathleen Wilhoite']"
2715,"A Star Is Born",1937,111,7.3,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMmE5ODI0NzMtYjc5Yy00MzMzLTk5OTQtN2Q3MzgwOTllMTY3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,"A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.","William A. Wellman","['Jack Conway', 'Victor Fleming', 'Janet Gaynor', 'Fredric March', 'Adolphe Menjou', 'May Robson']"
2716,"Rosencrantz & Guildenstern Are Dead",1990,117,7.3,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNjc0MTU0MDY1OV5BMl5BanBnXkFtZTcwMDI2OTY2NA@@._V1_.jpg,"Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.","Tom Stoppard","['Gary Oldman', 'Tim Roth', 'Richard Dreyfuss', 'Livio Badurina']"
2717,"Pusher II",2004,100,7.3,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BNjFiYjllNjAtZDYyOC00NTg1LTkyN2YtYTI2ODBmMDc3MTU4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"Tonny is released from prison - again. This time he has his mind set on changing his broken down life, but that is easier said than done.","Nicolas Winding Refn","['Mads Mikkelsen', 'Leif Sylvester', 'Anne Sørensen', 'Øyvind Hagen-Traberg']"
2718,"The Man from Laramie",1955,103,7.3,"Drama, Western",https://m.media-amazon.com/images/M/MV5BOWE2ZTA5MjItMjBmMy00MzcyLTk2M2ItYmUyNmRiZjM0Y2E2XkEyXkFqcGdeQXVyMTI1NDQ4NQ@@._V1_.jpg,"Newcomer Will Lockhart defies the local cattle baron and his sadistic son by working for one of his oldest rivals.","Anthony Mann","['James Stewart', 'Arthur Kennedy', 'Donald Crisp', ""Cathy O'Donnell""]"
2719,Rundskop,2011,129,7.3,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjIyODk5MjQ3OF5BMl5BanBnXkFtZTcwNjQwNDUzNw@@._V1_.jpg,"Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader.","Michaël R. Roskam","['Matthias Schoenaerts', 'Jeroen Perceval', 'Jeanne Dandoy', 'Barbara Sarafian']"
2720,"Atlantic City",1980,104,7.3,"Crime, Drama, Romance",https://m.media-amazon.com/images/M/MV5BNmM3MzA5ODAtMWJlNC00OGUwLTkzM2YtMDdlNjU3ZjkzOWJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.","Louis Malle","['Burt Lancaster', 'Susan Sarandon', 'Kate Reid', 'Michel Piccoli']"
2721,"Jin-Rô",1999,102,7.3,"Animation, Action, Drama",https://m.media-amazon.com/images/M/MV5BOGYxMjk3ZWQtZGY5NC00ZDZlLTk5NTAtMTY4OWM1ZjQ4YzJkXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,"A traumatized member of an elite para-military police force falls for the sister of a female terrorist courier who died in front of him on duty.","Hiroyuki Okiura","['Michael Dobson', 'Yoshikazu Fujiki', 'Sumi Mutoh', 'Moneca Stori']"
2722,"L'auberge espagnole",2002,122,7.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYzZkMWY5M2ItOTA1Yi00MWQ0LWE4OTgtNWY1YmE0NjQyOTdlXkEyXkFqcGdeQXVyMjc4MjcxNzI@._V1_.jpg,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.","Cédric Klapisch","['Romain Duris', 'Judith Godrèche', 'Kelly Reilly', 'Audrey Tautou']"
2723,United,"I 2011",94,7.3,"Drama, History, Sport",https://m.media-amazon.com/images/M/MV5BNWEwOGM2ZWQtZmUyOS00NjA5LThiM2YtMzNjNmY3MTIzNTRmXkEyXkFqcGdeQXVyMjc0MjgxNzM@._V1_.jpg,"Based on the true story of Manchester United's legendary ""Busby Babes"", the youngest side ever to win the Football League, and the 1958 Munich Air Crash that claimed eight of their number.","James Strong","['Dean Andrews', 'Kate Ashfield', 'Natalie Burt', 'David Calder']"
2724,"Dirty Pretty Things",2002,97,7.3,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNzE0ZGVjNTItY2I5Mi00M2NhLTg2ZDMtN2JiNDBiMzUzNjA4XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder setting off a series of events that could lead to disaster or freedom.","Stephen Frears","['Chiwetel Ejiofor', 'Audrey Tautou', 'Sophie Okonedo', 'Kriss Dosanjh']"
2725,"Der Baader Meinhof Komplex",2008,150,7.3,"Action, Biography, Crime",https://m.media-amazon.com/images/M/MV5BOWViYjU3MGYtMTExYy00OTgzLThiZWItZTgwNDI0NDM3OWNlXkEyXkFqcGdeQXVyMDAyMjM2OQ@@._V1_.jpg,"A look at Germany's terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings, and assassinations in the late 1960s and '70s.","Uli Edel","['Martina Gedeck', 'Moritz Bleibtreu', 'Johanna Wokalek', 'Bruno Ganz']"
2726,"Murder in the First",1995,122,7.3,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNTYzMjZkZDAtNDI2YS00ZjFjLTk1NjMtYzc3ZWVhNjFjMGU2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.","Marc Rocco","['Christian Slater', 'Kevin Bacon', 'Gary Oldman', 'Embeth Davidtz']"
2727,"Deux jours, une nuit",2014,95,7.3,Drama,https://m.media-amazon.com/images/M/MV5BMjIyMzczMDI0NF5BMl5BanBnXkFtZTgwNjI5Nzk3MTE@._V1_.jpg,"Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job.","Jean-Pierre Dardenne","['Luc Dardenne', 'Marion Cotillard', 'Fabrizio Rongione', 'Catherine Salée', 'Baptiste Sornin']"
2728,"Ala Vaikunthapurramuloo",2020,163,7.3,"Action, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMmRkMGMzYTUtM2E2My00YjZlLWFmZjItMDA5M2EwNjNiZTNjXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_.jpg,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.","Trivikram Srinivas","['Allu Arjun', 'Pooja Hegde', 'Tabu', 'Jayaram']"
2729,"The Beast",1988,111,7.3,"Adventure, Drama, War",https://m.media-amazon.com/images/M/MV5BNjQ0ZDQwNGEtMjA3Yy00NmE0LThiMGItZGVjY2I3MGExYmRhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A Soviet tank and its warring crew become separated from their patrol and lost in an Afghan valley with a group of vengeance-seeking rebels on their tracks.","Kevin Reynolds","['George Dzundza', 'Jason Patric', 'Steven Bauer', 'Stephen Baldwin']"
2730,"Hope and Glory",1987,113,7.3,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTMxMTRiNWMtNmVmNS00YWIxLTg2NmItYWI3YWYzM2JhZTUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.","John Boorman","['Sarah Miles', 'David Hayman', 'Sebastian Rice-Edwards', 'Geraldine Muir']"
2731,"Les vacances de Monsieur Hulot",1953,114,7.3,Comedy,https://m.media-amazon.com/images/M/MV5BOGZkOTgzNmQtZjU3YS00OGRlLTk1MDgtNTdhMjBkMDM0YjAxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Monsieur Hulot comes to a beachside hotel for a vacation and accidentally, but good-naturedly, causes havoc.","Jacques Tati","['Jacques Tati', 'Nathalie Pascaud', 'Micheline Rolla', 'Valentine Camax']"
2732,"Palmeras en la nieve",2015,163,7.3,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BZjBlMzQyZTItY2UxOS00YWMwLThmZjgtM2MzZDU2ZDY2NDU5XkEyXkFqcGdeQXVyMjc4MjcxNzI@._V1_.jpg,"After the death of her father, a young Spanish woman discovers a partial letter. As she searches for the answers, she embarks on a journey that takes her back to Africa, where she unfolds the secrets of her family.","Fernando González Molina","['Mario Casas', 'Adriana Ugarte', 'Macarena García', 'Alain Hernández']"
